705,1,5586798030701,43.447
706,2,5586807007602,40.438
707,3,5586817910002,41.045
708,4,5586828801202,34.349
709,5,5586836496502,31.920
710,6,5586846196702,34.387
711,7,5586861135803,25.031
712,8,5586865765803,33.059
713,9,5586876679103,26.750
714,10,5586889738903,27.901
715,11,5586902686903,20.612
716,12,5586909482303,28.697
717,13,5586924805604,19.820
718,14,5586927459104,23.128
719,15,5586939377804,18.648
720,16,5586946995804,25.521
721,17,5586960901504,20.442
722,18,5586974479605,28.814
723,19,5586980522905,24.843
724,20,5586990336405,31.524
725,21,5587000199305,29.878
726,22,5587016603105,21.434
727,23,5587022564906,18.510
728,24,5587026949206,16.835
729,0,5587038704806,9.075
730,1,5587045916306,12.243
731,2,5587057582506,9.129
732,3,5587066899606,12.430
733,4,5587075992906,8.395
734,5,5587086112307,13.992
735,6,5587097660407,11.993
736,7,5587112506507,8.192
737,8,5587118678107,10.231
738,9,5587130225507,16.359
739,10,5587141774708,17.828
740,11,5587149503308,22.932
741,12,5587163003308,13.870
742,13,5587169861908,19.456
743,14,5587176896608,18.744
744,15,5587187294209,12.044
745,16,5587197117509,9.588
746,17,5587210164009,13.417
747,18,5587217728009,10.097
748,19,5587225504709,6.321
749,20,5587237090909,6.462
750,21,5587246013310,3.420
751,22,5587256461610,6.896
752,23,5587267307210,8.104
753,24,5587276090210,13.446
754,0,5587289825210,10.754
755,1,5587296739611,9.629
756,2,5587311207711,7.769
757,3,5587315419411,9.111
758,4,5587326067011,4.634
759,5,5587335137111,7.075
760,6,5587345785211,5.322
761,7,5587357576412,13.385
762,8,5587366263612,21.223
763,9,5587375762712,17.094
764,10,5587386854612,9.884
765,11,5587395770412,14.880
766,12,5587409941813,5.837
767,13,5587415996213,6.045
768,14,5587426564113,14.791
769,15,5587438119113,10.271
770,16,5587446195314,12.955
771,17,5587458902914,9.580
772,18,5587467450814,11.892
773,19,5587482290414,12.708
774,20,5587488372714,16.801
775,21,5587501880315,11.165
776,22,5587506489215,18.382
777,23,5587523285815,8.791
778,24,5587525720215,10.332
779,0,5587540962716,22.729
780,1,5587553726416,12.916
781,2,5587558878416,12.635
782,3,5587570065516,14.608
783,4,5587584729317,10.564
784,5,5587588915717,13.551
785,6,5587597788117,8.982
786,7,5587607874117,13.864
787,8,5587616238317,21.013
788,9,5587631774318,14.556
789,10,5587636846318,13.562
790,11,5587646301818,8.991
791,12,5587655471118,5.251
792,13,5587668951718,11.328
793,14,5587678714719,15.508
794,15,5587693294019,21.816
795,16,5587695930219,32.243
796,17,5587718604019,40.512
797,18,5587719228119,44.338
798,19,5587733986820,45.526
799,20,5587743584320,43.650
800,21,5587750373720,46.791
801,22,5587758489020,53.316
802,23,5587769148621,47.798
803,24,5587783424621,44.424
804,0,5587787658921,45.928
805,1,5587796737021,49.967
806,2,5587822472322,29.922
807,3,5587823702622,43.431
808,4,5587826521822,45.159
809,5,5587838186122,48.465
810,6,5587860461723,31.098
811,7,5587862599123,40.063
812,8,5587876583723,29.424
813,9,5587876851723,45.650
814,10,5587887531823,43.319
815,11,5587897073923,38.321
816,12,5587910218624,32.516
817,13,5587920586524,39.927
818,14,5587936251224,40.262
819,15,5587936435924,52.143
820,16,5587948370724,48.049
821,17,5587956048525,59.886
822,18,5587975359725,43.339
823,19,5587976623425,53.032
824,20,5588013085826,21.423
825,21,5588014934526,35.757
826,22,5588015924126,37.931
827,23,5588016803426,51.504
828,24,5588028488226,44.710
829,0,5588035558926,53.337
830,1,5588077005827,22.309
831,2,5588085925327,21.564
832,3,5588100589728,18.332
833,4,5588104169228,25.534
834,5,5588114498928,28.997
835,6,5588116982928,30.037
836,7,5588117442328,33.609
837,8,5588117985228,38.880
838,9,5588139734329,25.524
839,10,5588149258629,30.930
840,11,5588152541729,43.286
841,12,5588172745329,27.961
842,13,5588185979830,33.310
843,14,5588186119030,55.186
844,15,5588201059830,40.484
845,16,5588202869930,51.519
846,17,5588208638830,64.920
847,18,5588232582831,59.691
848,19,5588242112831,64.249
849,20,5588247198731,71.458
850,21,5588254546331,77.024
851,22,5588270760932,67.573
852,23,5588271053432,80.012
853,24,5588289303032,77.352
854,0,5588289772532,76.902
855,1,5588298257632,85.151
856,2,5588307078732,91.363
857,3,5588322986733,88.670
858,4,5588333352733,82.514
859,5,5588350333133,75.232
860,6,5588372129034,60.260
861,7,5588385861934,50.571
862,8,5588386013434,62.986
863,9,5588387098434,68.827
864,10,5588387256234,81.333
865,11,5588417972435,57.080
866,12,5588419452235,59.644
867,13,5588420170235,65.438
868,14,5588435594235,58.682
869,15,5588437005435,65.316
870,16,5588447447535,61.469
871,17,5588457922336,60.437
872,18,5588469406636,60.550
873,19,5588475428536,59.663
874,20,5588488483036,54.367
875,21,5588501732137,52.447
876,22,5588509252437,50.443
877,23,5588516508037,57.475
878,24,5588528417737,49.326
879,0,5588536390837,46.540
880,1,5588552427338,40.869
881,2,5588556163338,39.755
882,3,5588566938838,44.553
883,4,5588576934938,40.506
884,5,5588588641938,39.092
885,6,5588595667839,37.922
886,7,5588615754939,28.376
887,8,5588618149339,31.813
888,9,5588628665939,26.238
889,10,5588648250840,12.299
890,11,5588648453440,16.669
891,12,5588657748640,16.553
892,13,5588668900840,20.100
893,14,5588680682740,16.656
894,15,5588695169641,12.116
895,16,5588696524541,25.506
896,17,5588712831341,14.000
897,18,5588723209041,12.647
898,19,5588727420442,14.053
899,20,5588740202042,9.339
900,21,5588753367142,17.592
901,22,5588758870142,18.718
902,23,5588767340342,16.218
903,24,5588781782443,15.416
904,0,5588787012943,20.579
905,1,5588797783943,19.974
906,2,5588807829643,14.160
907,3,5588819319944,14.149
908,4,5588827850344,18.850
909,5,5588846739144,10.477
910,6,5588847877344,24.545
911,7,5588864301044,12.257
912,8,5588867763845,36.526
913,9,5588878353345,29.998
914,10,5588889342745,25.647
915,11,5588904130445,21.651
916,12,5588906159845,29.797
917,13,5588920161446,20.576
918,14,5588926922846,19.190
919,15,5588940190046,21.266
920,16,5588946366146,25.389
921,17,5588958106947,25.077
922,18,5588969128147,23.756
923,19,5588985228247,15.289
924,20,5588991455547,26.168
925,21,5588999064247,18.633
926,22,5589019156848,14.250
927,23,5589023500848,15.104
928,24,5589031685248,14.070
929,0,5589037656948,34.860
930,1,5589066859449,34.543
931,2,5589067731649,42.947
932,3,5589087610549,30.188
933,4,5589087884149,35.562
934,5,5589091277049,39.735
935,6,5589102036050,44.654
936,7,5589106986750,47.629
937,8,5589127256050,33.735
938,9,5589130938550,40.868
939,10,5589142748251,44.043
940,11,5589159011251,33.624
941,12,5589171802551,26.402
942,13,5589172397151,31.551
943,14,5589183352051,23.854
944,15,5589187104652,26.824
945,16,5589198023352,28.915
946,17,5589205860652,23.325
947,18,5589227473852,14.061
948,19,5589230261652,16.743
949,20,5589238239553,13.015
950,21,5589248753453,12.777
951,22,5589260430453,18.306
952,23,5589284185554,9.610
953,24,5589285074354,24.888
954,0,5589286152954,29.166
955,1,5589298165554,31.093
956,2,5589314074854,19.286
957,3,5589323354955,14.582
958,4,5589327437355,23.679
959,5,5589337118555,17.844
960,6,5589348870455,16.135
961,7,5589355826955,13.071
962,8,5589368521856,7.873
963,9,5589376397756,35.330
964,10,5589419012057,17.880
965,11,5589421251857,31.260
966,12,5589422367757,44.301
967,13,5589423814557,46.966
968,14,5589448715757,26.430
969,15,5589450037457,55.341
970,16,5589450691357,71.711
971,17,5589459454657,67.934
972,18,5589473069458,68.149
973,19,5589483315958,64.730
974,20,5589498320658,65.785
975,21,5589499225958,73.216
976,22,5589512645159,69.372
977,23,5589515317259,70.203
978,24,5589533905259,68.426
979,0,5589538145359,68.286
980,1,5589555867760,59.772
981,2,5589568346660,53.782
982,3,5589569287760,63.127
983,4,5589579773760,57.740
984,5,5589592312260,56.413
985,6,5589596957960,59.264
986,7,5589605816061,57.631
987,8,5589620761661,47.117
988,9,5589628766161,44.778
989,10,5589635448861,44.218
990,11,5589647048262,40.515
991,12,5589656245162,35.082
992,13,5589666930362,29.685
993,14,5589676555962,27.567
994,15,5589687956562,21.166
995,16,5589695896463,24.750
996,17,5589706904263,20.804
997,18,5589717732263,16.973
998,19,5589726096063,16.337
